Severity	Code	Description	Project	File	Line	Suppression State	Details
Error	LNK2001	unresolved external symbol "class SK_LazyGlobal<struct sk_input_api_context_s> SK_DI7_Backend" (?SK_DI7_Backend@@3V?$SK_LazyGlobal@Usk_input_api_context_s@@@@A)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_input.obj	1		
Error	LNK2001	unresolved external symbol "class SK_LazyGlobal<struct sk_input_api_context_s> SK_DI8_Backend" (?SK_DI8_Backend@@3V?$SK_LazyGlobal@Usk_input_api_context_s@@@@A)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_input.obj	1		
Error	LNK2001	unresolved external symbol "class SK_LazyGlobal<struct sk_input_api_context_s> SK_Steam_Backend" (?SK_Steam_Backend@@3V?$SK_LazyGlobal@Usk_input_api_context_s@@@@A)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_input.obj	1		
Error	LNK2001	unresolved external symbol "class SK_Widget * __cdecl SK_HDR_GetWidget(void)" (?SK_HDR_GetWidget@@YAPAVSK_Widget@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\core.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > & __cdecl SK::EOS::AppName(void)" (?AppName@EOS@SK@@YAAAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_sound.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > & __cdecl SK::SteamAPI::AppName(void)" (?AppName@SteamAPI@SK@@YAAAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_sound.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __stdcall SK_SteamAPI_GetFriendName(unsigned int,unsigned int *)" (?SK_SteamAPI_GetFriendName@@YGABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@IPAI@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > __cdecl SK_D3D9_FormatToStr(enum _D3DFORMAT,bool)" (?SK_D3D9_FormatToStr@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4_D3DFORMAT@@_N@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_d3d9.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > __cdecl SK_D3D9_PresentParameterFlagsToStr(unsigned long)" (?SK_D3D9_PresentParameterFlagsToStr@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@K@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_d3d9.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > __cdecl SK_D3D9_SwapEffectToStr(enum _D3DSWAPEFFECT)" (?SK_D3D9_SwapEffectToStr@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4_D3DSWAPEFFECT@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_d3d9.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > __stdcall SK::D3D9::getPipelineStatsDesc(void)" (?getPipelineStatsDesc@D3D9@SK@@YG?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\text.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> > & __cdecl SK_Version_GetLastCheckTime_WStr(void)" (?SK_Version_GetLastCheckTime_WStr@@YAAAV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\control_panel.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> > * __cdecl SK_HID_GetGamepadButtonBinding(unsigned int)" (?SK_HID_GetGamepadButtonBinding@@YAPAV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@I@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_input.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> > __cdecl SK_Network_MakeEscapeSequencedURL(class std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> >)" (?SK_Network_MakeEscapeSequencedURL@@YA?AV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V12@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\core.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> > __cdecl SK_SYS_GetInstallPath(void)" (?SK_SYS_GetInstallPath@@YA?AV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\injection.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string_view<char,struct std::char_traits<char> > __cdecl SK::EOS::PlayerNickname(void)" (?PlayerNickname@EOS@SK@@YA?AV?$basic_string_view@DU?$char_traits@D@std@@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\control_panel.obj	1		
Error	LNK2001	unresolved external symbol "class std::basic_string_view<char,struct std::char_traits<char> > __cdecl SK::Galaxy::PlayerNickname(void)" (?PlayerNickname@Galaxy@SK@@YA?AV?$basic_string_view@DU?$char_traits@D@std@@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\control_panel.obj	1		
Error	LNK2001	unresolved external symbol "class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > __cdecl SK_Version_GetAvailableBranches(wchar_t const *)" (?SK_Version_GetAvailableBranches@@YA?AV?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@std@@PB_W@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\control_panel.obj	1		
Error	LNK2001	unresolved external symbol "class std::vector<unsigned int,class std::allocator<unsigned int> > const & __cdecl SK_CPU_GetLogicalCorePairs(void)" (?SK_CPU_GetLogicalCorePairs@@YAABV?$vector@IV?$allocator@I@std@@@std@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\d3d11_tex_resampler.obj	1		
Error	LNK2001	unresolved external symbol "enum DSTORAGE_COMPRESSION_SUPPORT __cdecl SK_DStorage_GetGDeflateSupport(void)" (?SK_DStorage_GetGDeflateSupport@@YA?AW4DSTORAGE_COMPRESSION_SUPPORT@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_d3d11.obj	1		
Error	LNK2001	unresolved external symbol "enum DSTORAGE_PRIORITY __cdecl SK_DStorage_PriorityFromStr(wchar_t const *)" (?SK_DStorage_PriorityFromStr@@YA?AW4DSTORAGE_PRIORITY@@PB_W@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_d3d11.obj	1		
Error	LNK2001	unresolved external symbol "enum EFFECTIVE_POWER_MODE __cdecl SK_Power_GetCurrentEffectiveMode(void)" (?SK_Power_GetCurrentEffectiveMode@@YA?AW4EFFECTIVE_POWER_MODE@@XZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\control_panel.obj	1		
Error	LNK2001	unresolved external symbol "enum sl::Result __cdecl SK_slGetNativeInterface(void *,void * *)" (?SK_slGetNativeInterface@@YA?AW4Result@sl@@PAXPAPAX@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "enum sl::Result __cdecl SK_slUpgradeInterface(void * *)" (?SK_slUpgradeInterface@@YA?AW4Result@sl@@PAPAX@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\dxgi.obj	1		
Error	LNK2001	unresolved external symbol "enum _NvAPI_Status __cdecl NvAPI_D3D_SetLatencyMarker_Detour(struct IUnknown *,struct _NV_LATENCY_MARKER_PARAMS *)" (?NvAPI_D3D_SetLatencyMarker_Detour@@YA?AW4_NvAPI_Status@@PAUIUnknown@@PAU_NV_LATENCY_MARKER_PARAMS@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\dxgi.obj	1		
Error	LNK2001	unresolved external symbol "enum _NvAPI_Status __cdecl NvAPI_D3D_Sleep_Detour(struct IUnknown *)" (?NvAPI_D3D_Sleep_Detour@@YA?AW4_NvAPI_Status@@PAUIUnknown@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\dxgi.obj	1		
Error	LNK2001	unresolved external symbol "float __cdecl LinearToPQY(float)" (?LinearToPQY@@YAMM@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\d3d11_screenshot.obj	1		
Error	LNK2001	unresolved external symbol "float __cdecl SK_Framerate_GetPercentileByIdx(int)" (?SK_Framerate_GetPercentileByIdx@@YAMH@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\framerate.obj	1		
Error	LNK2001	unresolved external symbol "float __cdecl SK_SteamAPI_GetUnlockedPercentForFriend(unsigned int)" (?SK_SteamAPI_GetUnlockedPercentForFriend@@YAMI@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_ColorBoost" (?__SK_HDR_ColorBoost@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_Exp" (?__SK_HDR_Exp@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_Gamut" (?__SK_HDR_Gamut@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_HorizCoverage" (?__SK_HDR_HorizCoverage@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_Luma" (?__SK_HDR_Luma@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_PQBoost0" (?__SK_HDR_PQBoost0@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_PQBoost1" (?__SK_HDR_PQBoost1@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_PQBoost2" (?__SK_HDR_PQBoost2@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_PQBoost3" (?__SK_HDR_PQBoost3@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_Saturation" (?__SK_HDR_Saturation@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __SK_HDR_VertCoverage" (?__SK_HDR_VertCoverage@@3MA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui_d3d12.obj	1		
Error	LNK2001	unresolved external symbol "float __stdcall SK::EOS::PercentOfAchievementsUnlocked(void)" (?PercentOfAchievementsUnlocked@EOS@SK@@YGMXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "float __stdcall SK::Galaxy::PercentOfAchievementsUnlocked(void)" (?PercentOfAchievementsUnlocked@Galaxy@SK@@YGMXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "float __stdcall SK::SteamAPI::PercentOfAchievementsUnlocked(void)" (?PercentOfAchievementsUnlocked@SteamAPI@SK@@YGMXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "float __stdcall SK_SteamAPI_FriendStatPercentage(void)" (?SK_SteamAPI_FriendStatPercentage@@YGMXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "int (__stdcall* CloseHandle_Original)(void *)" (?CloseHandle_Original@@3P6GHPAX@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "int (__stdcall* HeapFree_Original)(void *,unsigned long,void *)" (?HeapFree_Original@@3P6GHPAXK0@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "int (__stdcall* TerminateProcess_Original)(void *,unsigned int)" (?TerminateProcess_Original@@3P6GHPAXI@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "int (__stdcall* TerminateThread_Original)(void *,unsigned long)" (?TerminateThread_Original@@3P6GHPAXK@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "int (__stdcall* VirtualFree_Original)(void *,unsigned long,unsigned long)" (?VirtualFree_Original@@3P6GHPAXKK@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "int (__stdcall*(__stdcall* GetProcAddress_Original)(struct HINSTANCE__ *,char const *))(void)" (?GetProcAddress_Original@@3P6GP6GHXZPAUHINSTANCE__@@PBD@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "int __cdecl SK::Diagnostics::Debugger::CloseConsole(void)" (?CloseConsole@Debugger@Diagnostics@SK@@YAHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_compatibility.obj	1		
Error	LNK2001	unresolved external symbol "int __cdecl SK_HookSteamAPI(void)" (?SK_HookSteamAPI@@YAHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\load_library.obj	1		
Error	LNK2001	unresolved external symbol "int __cdecl SK_Platform_DrawOSD(void)" (?SK_Platform_DrawOSD@@YAHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\control_panel.obj	1		
Error	LNK2001	unresolved external symbol "int __cdecl SK_Platform_GetNumPlayers(void)" (?SK_Platform_GetNumPlayers@@YAHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_epic.obj	1		
Error	LNK2001	unresolved external symbol "int __cdecl SK_Steam_KickStart(wchar_t const *)" (?SK_Steam_KickStart@@YAHPB_W@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\core.obj	1		
Error	LNK2001	unresolved external symbol "int __cdecl SK_Steam_PopupOriginWStrToEnum(wchar_t const *)" (?SK_Steam_PopupOriginWStrToEnum@@YAHPB_W@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\config.obj	1		
Error	LNK2001	unresolved external symbol "int __cdecl SK_Steam_PreHookCore(wchar_t const *)" (?SK_Steam_PreHookCore@@YAHPB_W@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\load_library.obj	1		
Error	LNK2001	unresolved external symbol "int __SK_HDR_Preset" (?__SK_HDR_Preset@@3HA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\dxgi.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK::EOS::NumberOfAchievementsUnlocked(void)" (?NumberOfAchievementsUnlocked@EOS@SK@@YGHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK::Galaxy::NumberOfAchievementsUnlocked(void)" (?NumberOfAchievementsUnlocked@Galaxy@SK@@YGHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK::SteamAPI::GetNumPlayers(void)" (?GetNumPlayers@SteamAPI@SK@@YGHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_steam.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK::SteamAPI::NumberOfAchievementsUnlocked(void)" (?NumberOfAchievementsUnlocked@SteamAPI@SK@@YGHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_GetSystemCpuSetInformation(struct _SYSTEM_CPU_SET_INFORMATION *,unsigned long,unsigned long *,void *,unsigned long)" (?SK_GetSystemCpuSetInformation@@YGHPAU_SYSTEM_CPU_SET_INFORMATION@@KPAKPAXK@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\scheduler.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_IsDebuggerPresent(void)" (?SK_IsDebuggerPresent@@YGHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\implot.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_Module_IsProcAddrLocal(struct HINSTANCE__ *,char const *,int (__stdcall*)(void),struct _LDR_DATA_TABLE_ENTRY__SK * *)" (?SK_Module_IsProcAddrLocal@@YGHPAUHINSTANCE__@@PBDP6GHXZPAPAU_LDR_DATA_TABLE_ENTRY__SK@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_SteamAPI_GetNumFriends(void)" (?SK_SteamAPI_GetNumFriends@@YGHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_SteamAPI_GetNumPlayers(void)" (?SK_SteamAPI_GetNumPlayers@@YGHXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_platform.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_TerminateProcess(unsigned int)" (?SK_TerminateProcess@@YGHI@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\control_panel.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_TerminateProcess(void *,unsigned int)" (?SK_TerminateProcess@@YGHPAXI@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\injection.obj	1		
Error	LNK2001	unresolved external symbol "int __stdcall SK_TerminateThread(void *,unsigned long)" (?SK_TerminateThread@@YGHPAXK@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\input.obj	1		
Error	LNK2001	unresolved external symbol "long (__cdecl* NtTerminateProcess_Original)(void *,long)" (?NtTerminateProcess_Original@@3P6AJPAXJ@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "long (__stdcall* Direct3DCreate9Ex_Import)(unsigned int,struct IDirect3D9Ex * *)" (?Direct3DCreate9Ex_Import@@3P6GJIPAPAUIDirect3D9Ex@@@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\framerate.obj	1		
Error	LNK2001	unresolved external symbol "long (__stdcall* SHGetKnownFolderPath_Original)(struct _GUID const &,unsigned long,void *,wchar_t * *)" (?SHGetKnownFolderPath_Original@@3P6GJABU_GUID@@KPAXPAPA_W@ZA)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\hooks.obj	1		
Error	LNK2001	unresolved external symbol "long volatile SK_D3D9_LiveWrappedSwapChains" (?SK_D3D9_LiveWrappedSwapChains@@3JC)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_d3d9.obj	1		
Error	LNK2001	unresolved external symbol "long volatile SK_D3D9_LiveWrappedSwapChainsEx" (?SK_D3D9_LiveWrappedSwapChainsEx@@3JC)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_d3d9.obj	1		
Error	LNK2001	unresolved external symbol "long volatile SK_SteamAPI_CallbackRateLimit" (?SK_SteamAPI_CallbackRateLimit@@3JC)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\cfg_steam.obj	1		
Error	LNK2001	unresolved external symbol "long volatile _SK_IgnoreTLSAlloc" (?_SK_IgnoreTLSAlloc@@3JC)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\tls.obj	1		
Error	LNK2001	unresolved external symbol "long volatile _SK_IgnoreTLSMap" (?_SK_IgnoreTLSMap@@3JC)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\tls.obj	1		
Error	LNK2001	unresolved external symbol "long volatile __SK_WR0_Init" (?__SK_WR0_Init@@3JC)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\utility.obj	1		
Error	LNK2001	unresolved external symbol "long __cdecl SK_D3DKMT_CloseAdapter(struct _D3DKMT_CLOSEADAPTER *)" (?SK_D3DKMT_CloseAdapter@@YAJPAU_D3DKMT_CLOSEADAPTER@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\render_backend.obj	1		
Error	LNK2001	unresolved external symbol "long __cdecl SK_D3DKMT_QueryAdapterInfo(struct _D3DKMT_QUERYADAPTERINFO *)" (?SK_D3DKMT_QueryAdapterInfo@@YAJPAU_D3DKMT_QUERYADAPTERINFO@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\render_backend.obj	1		
Error	LNK2001	unresolved external symbol "long __cdecl SK_Decompress7zEx(wchar_t const *,wchar_t const *,int (__stdcall*)(int,int))" (?SK_Decompress7zEx@@YAJPB_W0P6GHHH@Z@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\core.obj	1		
Error	LNK2001	unresolved external symbol "long __stdcall CoCreateInstanceEx_DI7(struct _GUID const &,struct IUnknown *,unsigned long,struct _COSERVERINFO *,unsigned long,struct tagMULTI_QI *,void *)" (?CoCreateInstanceEx_DI7@@YGJABU_GUID@@PAUIUnknown@@KPAU_COSERVERINFO@@KPAUtagMULTI_QI@@PAX@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\com_util.obj	1		
Error	LNK2001	unresolved external symbol "long __stdcall CoCreateInstanceEx_DI8(struct _GUID const &,struct IUnknown *,unsigned long,struct _COSERVERINFO *,unsigned long,struct tagMULTI_QI *,void *)" (?CoCreateInstanceEx_DI8@@YGJABU_GUID@@PAUIUnknown@@KPAU_COSERVERINFO@@KPAUtagMULTI_QI@@PAX@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\com_util.obj	1		
Error	LNK2001	unresolved external symbol "long __stdcall CoCreateInstance_DI7(struct IUnknown *,unsigned long,struct _GUID const &,void * *,void *)" (?CoCreateInstance_DI7@@YGJPAUIUnknown@@KABU_GUID@@PAPAXPAX@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\com_util.obj	1		
Error	LNK2001	unresolved external symbol "long __stdcall CoCreateInstance_DI8(struct IUnknown *,unsigned long,struct _GUID const &,void * *,void *)" (?CoCreateInstance_DI8@@YGJPAUIUnknown@@KABU_GUID@@PAPAXPAX@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\com_util.obj	1		
Error	LNK2001	unresolved external symbol "long __stdcall SK_D3D9_Present_GrandCentral(struct sk_d3d9_swap_dispatch_s *)" (?SK_D3D9_Present_GrandCentral@@YGJPAUsk_d3d9_swap_dispatch_s@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\d3d9_device.obj	1		
Error	LNK2001	unresolved external symbol "long __stdcall SK_DWM_GetCompositionTimingInfo(struct _DWM_TIMING_INFO *)" (?SK_DWM_GetCompositionTimingInfo@@YGJPAU_DWM_TIMING_INFO@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\framerate.obj	1		
Error	LNK2001	unresolved external symbol "protected: virtual void __thiscall SK_Widget::load(struct iSK_INI *)" (?load@SK_Widget@@MAEXPAUiSK_INI@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\d3d12_pipeline_stats.obj	1		
Error	LNK2001	unresolved external symbol "protected: virtual void __thiscall SK_Widget::save(struct iSK_INI *)" (?save@SK_Widget@@MAEXPAUiSK_INI@@@Z)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\d3d12_pipeline_stats.obj	1		
Error	LNK2001	unresolved external symbol "public: bool __thiscall SK_HID_PlayStationDevice::request_input_report(void)" (?request_input_report@SK_HID_PlayStationDevice@@QAE_NXZ)	SpecialK	D:\Dropbox\Dropbox\development\VIRULE\SidecarK\SidecarK\imgui.obj	1		
